Abstract ID,Presentation day,Poster number,Poster title,Primary,Secondary
4530,Monday,M741,Predicting task activation from resting connectivity in Schizophrenia patients,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4548,Monday,M742,Working Memory Load-dependent Reorganization of Intrinsic Connectivity Networks,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4554,Monday,M743,A toolbox for fMRI co-activation pattern analysis: description and illustration,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4562,Monday,M744,Serial ketamine therapy induced changes in DMN functional connectivity in major depressive disorder,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4573,Monday,M745,A Graph Theory Study of Reward Related Networks in Adolescents Across Psychiatric Symptoms,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4576,Monday,M746,Effects of Temporal Filtering on Spectral Dynamic Causal Modeling,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4581,Monday,M747,Remapping of functional connections from the subthalamic nucleus in Parkinson's disease,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4593,Monday,M748,Longitudinal Functional Correlativity Evaluation by Graph Analysis in Prodromal Alzheimer's Disease,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4601,Monday,M749,Precuneal Functional Connectivity Predicts Visual Restitution Training Effects in Chronic Hemianopia,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4635,Monday,M750,Data Aggregation and its impact on brain network profiles: Applications of graph theoretic analysis,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4661,Monday,M751,"Calculating dynamic network reconfiguration using a new, efficient, and intuitive method",Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4665,Monday,M752,Revealing directional cross-regional functional interplays with sparse coupled hidden Markov models,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4699,Monday,M753,Dynamic time warping outperforms correlation in detecting atypical functional connectivity in autism,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4703,Monday,M754,LSTM Analysis of fMRI Data for Identifying Distinctive Temporal Dynamics in Schizophrenia Patients,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4706,Monday,M755,Dynamic interactions of spatiotemporally overlapping functional networks across sleep stages,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4752,Monday,M756,A Simulation-Based Comparison of Dynamic Connectivity Methods,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4755,Monday,M757,How Local Perturbations Affect Large-Scale Neural Dynamics: a Simulation Study Using Kuramoto Model,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4766,Monday,M758,Extracting and Ranking Features of Functional Connectivity with Deep Learning,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4780,Monday,M759,A New Method to Analyze Laterality: Resting State Laterality Networks,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4830,Monday,M760,Dynamic Functional Connectivity of Resting fMRI is Less Reliable than Static Functional Connectivity,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4841,Monday,M761,Modulatory effects of dynamic fMRI-based neurofeedback on emotion regulation during adolescence,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4846,Monday,M762,NiBetaSeries: Tasking State Correlations,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4858,Monday,M763,Understanding the impact of parameter choices on the reliability of flexibility in multilayer brain,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4861,Monday,M764,Connectomic Profiling of Brain Tumour Patients,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4903,Monday,M765,Estimating latent functional connectivity underlying multiple brain states,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4918,Monday,M766,Detecting State Changes in Community Structure of Functional Brain Networks,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4919,Monday,M767,Neurochemical  and connective properties of  amygdala in  borderline personality disorder,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4922,Monday,M768,Modular Segregation of Functional Brain Networks Supports the Development of Attention Function,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4940,Monday,M769,Large-scale synchronization of cortical oscillations in the human connectome,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4949,Monday,M770,Task Identification based on Functional Connectomes,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4986,Monday,M771,The lateralization of intra-hemispheric functional connectivity under resting and tasking state,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
4999,Monday,M772,Altered Functional Connectivity within Sensorimotor and Cerebellar Networks in ALS,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
5076,Monday,M773,Multilayer fMRI Networks Based on Information Theory,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
5090,Monday,M774,Dynamics of segregation and integration in directional brain networks,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling
1101,Monday,M775,A physical model of localized persistent weakly-evanescent cortical brain waves,Modeling and Analysis Methods,Methods Development
1108,Monday,M776,Real-time estimation of brain activity from high density EEG,Modeling and Analysis Methods,Methods Development
1151,Monday,M777,Behavioral Profiling of Autism Connectivity Abnormalities,Modeling and Analysis Methods,Methods Development
1217,Monday,M778,Injecting domain information into linear machine learning models through post-hoc modification,Modeling and Analysis Methods,Methods Development
1267,Monday,M779,Neurovascular Coupling: Insights from Multi-modal Dynamic Causal Modelling for fMRI and MEG,Modeling and Analysis Methods,Methods Development
1295,Monday,M780,The Structural Complexity of the Cortical Gray Matter at Ultra-High Field MRI,Modeling and Analysis Methods,Methods Development
1361,Monday,M781,Disentangling Heterogeneity in Clinical Neuroimaging Data using Tensor Gaussian Predictive Processes,Modeling and Analysis Methods,Methods Development
1399,Monday,M782,A local group differences test for subject-level multivariate density outcomes in neuroimaging,Modeling and Analysis Methods,Methods Development
1509,Monday,M783,Deep canonical correlation analysis for simultaneous EEG-fMRI data: Evaluation from hand clenching,Modeling and Analysis Methods,Methods Development
1561,Monday,M784,Testing for shared information in multivariate patterns by cross-validated representational-matching,Modeling and Analysis Methods,Methods Development
1571,Monday,M785,"BrainIAK Education: User-Friendly Tutorials for Advanced, Computationally-Intensive fMRI Analysis",Modeling and Analysis Methods,Methods Development
1572,Monday,M786,Mapping Large-Scale Directional Networks with Spectral Features of Electrocorticography,Modeling and Analysis Methods,Methods Development
1590,Monday,M787,Exploring a hybrid auditory fMRI protocol combining ISSS and Multiband sequences,Modeling and Analysis Methods,Methods Development
1593,Monday,M788,Frequency-adaptive broadband (FAB) beamforming for broadband EEG/MEG data,Modeling and Analysis Methods,Methods Development
1595,Monday,M789,Intrinsic non-stationarity correction for Fixel-Based Analysis,Modeling and Analysis Methods,Methods Development
1618,Monday,M790,Detecting individual voice patches in humans,Modeling and Analysis Methods,Methods Development
1756,Monday,M791,Multivariate phase slope index as a measure of the directionality of frequency-specific couplings,Modeling and Analysis Methods,Methods Development
1759,Monday,M792,Integrated radiofrequency coil and animal holder design for awake marmoset fMRI,Modeling and Analysis Methods,Methods Development
1760,Monday,M793,Estimating and analysing linear transformations between multivariate patterns in fMRI,Modeling and Analysis Methods,Methods Development
1813,Monday,M794,Automated cell density mapping in retrograde neuroanatomical tracer data,Modeling and Analysis Methods,Methods Development
1825,Monday,M795,GRASP-fMRI: Applying rotated stack of stars EPI to resort the hemodynamic response,Modeling and Analysis Methods,Methods Development
1862,Monday,M796,A large-scale network computational model of bilaterally coupled neuron-glia masses,Modeling and Analysis Methods,Methods Development
1961,Monday,M797,Rapid Acceleration of the Permutation Test via Slow Random Walks in the Permutation Group,Modeling and Analysis Methods,Methods Development
1967,Monday,M798,Group-level Confound Removal for Model-based Stratification of Heterogeneous Populations from fMRI,Modeling and Analysis Methods,Methods Development
2076,Monday,M799,Joint analysis of the low rank correlation matrices and clustering based on majorization,Modeling and Analysis Methods,Methods Development
2083,Monday,M800,From low-latency to predictive neurofeedback: methods and feasibility check,Modeling and Analysis Methods,Methods Development
2121,Monday,M801,Neuronal Signal Recovering from Hemodynamic Response: the Mixture Components Indexing Approach,Modeling and Analysis Methods,Methods Development
2169,Monday,M802,"Mutual Information for Relationship Structure and Trialwise Effect Size of Input, Brain and Behavior",Modeling and Analysis Methods,Methods Development
2358,Monday,M803,Cluster Independent Component Analysis for analyzing multi-subject resting state fMRI data,Modeling and Analysis Methods,Methods Development
2459,Monday,M804,"Introducing Bioimage Suite Web: A Simple, Modern, & Powerful Neuroimaging Software Suite",Modeling and Analysis Methods,Methods Development
2528,Monday,M805,New Approach for Analysis of Resting-state Functional MRI: Convolutional Auto-Encoder,Modeling and Analysis Methods,Methods Development
2583,Monday,M806,Linked independent component analysis for multimodal data fusion in very large neuroimaging datasets,Modeling and Analysis Methods,Methods Development
2587,Monday,M807,On Computing Age Trajectories of Brain Volumes Using Additive Mixed Models,Modeling and Analysis Methods,Methods Development
2625,Monday,M808,The co-alteration profile of the cingulate cortex,Modeling and Analysis Methods,Methods Development
2707,Monday,M809,MMRI: a novel approach to assess the reproducibility of task fMRI data,Modeling and Analysis Methods,Methods Development
2753,Monday,M810,A computational approach for individualized energy landscape analysis,Modeling and Analysis Methods,Methods Development
2790,Monday,M811,Correcting for circular inference without data splitting,Modeling and Analysis Methods,Methods Development
2828,Monday,M812,Modelling state switching behaviour in MEG with probabilistic recurrent neural networks,Modeling and Analysis Methods,Methods Development
2900,Monday,M813,A Novel Framework for the Detection of Nonlinear Interactions in the Human Brain,Modeling and Analysis Methods,Methods Development
2929,Monday,M814,Clustering the brain with â€œCluBâ€: A new toolbox for quantitative meta-analysis of neuroimaging data,Modeling and Analysis Methods,Methods Development
2962,Monday,M815,Empirical performance of the nonparametric rotation test on fMRI time series,Modeling and Analysis Methods,Methods Development
2992,Monday,M816,Evaluation of ultrafast simultaneous multislice (SMS) EPI acquisition for resting state fMRI,Modeling and Analysis Methods,Methods Development
3024,Monday,M817,Fast Detection of Brains with Abnormalities Using Recursive Agglomerative Clustering,Modeling and Analysis Methods,Methods Development
3047,Monday,M818,An automated deep neural network for denoising task-based fMRI data,Modeling and Analysis Methods,Methods Development
3100,Monday,M819,Adaptive filtering with anatomical priors: Integrating structural and effective connectivity,Modeling and Analysis Methods,Methods Development
3105,Monday,M820,A Novel Approach to Temporally Dynamic Probabilistic MEG Source Reconstruction with RNNs,Modeling and Analysis Methods,Methods Development
3119,Monday,M821,Computational study of a memory trace model of temporal preparation,Modeling and Analysis Methods,Methods Development
3200,Monday,M822,Topological gene-expression networks recapitulate brain anatomy and function,Modeling and Analysis Methods,Methods Development
3258,Monday,M823,Laplace-domain diffuse optical spectroscopy for brain imaging,Modeling and Analysis Methods,Methods Development
3281,Monday,M824,Energy-Period Characteristics of Brain Networks in Group fMRI Resting-State Data,Modeling and Analysis Methods,Methods Development
3343,Monday,M825,Local sulci width estimation applied to compare patients with Alzheimerâ€™s disease and Controls,Modeling and Analysis Methods,Methods Development
3360,Monday,M826,Multivariate meta-analytic tools to explore associations between cognitive functions & brain regions,Modeling and Analysis Methods,Methods Development
3383,Monday,M827,Novel Matrix Regression for Discovering Covariate-related Functional Connectivity Variations,Modeling and Analysis Methods,Methods Development
3422,Monday,M828,Towards the Connectomic Basis of Brain Reserve,Modeling and Analysis Methods,Methods Development
3550,Monday,M829,LISA as a general tool for statistical inference in fMRI,Modeling and Analysis Methods,Methods Development
3557,Monday,M830,Characterization of Resting-State Networks in Terms of the Hurst Exponent,Modeling and Analysis Methods,Methods Development
3584,Monday,M831,Deep Convolutional Neural Networks for automatic classification of EEGâ„MEG Independent Components,Modeling and Analysis Methods,Methods Development
3615,Monday,M832,Modular Structure of Anatomical Brain Networks across the Human Lifespan,Modeling and Analysis Methods,Methods Development
3622,Monday,M833,"Matching Methods for Observational Data with Small Group Sizes, Applied to Autism Spectrum Disorder",Modeling and Analysis Methods,Methods Development
3631,Monday,M834,Evaluating Statistical Hierarchical Models to Pool Full fMRI Images Across Studies.,Modeling and Analysis Methods,Methods Development
3635,Monday,M835,Valid circular inference of fMRI using ARI: False-positive and power analysis using realistic data,Modeling and Analysis Methods,Methods Development
3646,Monday,M836,Evaluating Wavelet Coherence Based Connectivity Estimators,Modeling and Analysis Methods,Methods Development
3655,Monday,M837,Silent fMRI with visual and auditory stimulation using 3D radial T2*-weighted ZTE-BURST sequence,Modeling and Analysis Methods,Methods Development
3661,Monday,M838,The ARIbrain App: A versatile application for fMRI data analysis based on valid circular inference,Modeling and Analysis Methods,Methods Development
3969,Monday,M839,Gyrification-based Patterns of Structural Covariance,Modeling and Analysis Methods,Methods Development
3973,Monday,M840,"A meta-analysis on homotopic co-activations, interhemispheric functional connectivity revisited",Modeling and Analysis Methods,Methods Development
4013,Monday,M841,Tedana: Robust and extensible software for multi-echo denoising,Modeling and Analysis Methods,Methods Development
4029,Monday,M842,An affordable method for electrode localization for standalone EEG or simultaneous EEG-fMRI scanning,Modeling and Analysis Methods,Methods Development
4038,Monday,M843,Connectome sorting by Consensus Clustering increases separability in group neuroimaging studies,Modeling and Analysis Methods,Methods Development
4094,Monday,M844,Assessing small sample bias in coordinate-based meta-analyses: diagnostics for ALE,Modeling and Analysis Methods,Methods Development
4111,Monday,M845,Comparing the cortical thickness between FreeSurfer and a euclidean distance transform approach,Modeling and Analysis Methods,Methods Development
4187,Monday,M846,Estimating Directed Functional Connectivity using Echo-State Networks,Modeling and Analysis Methods,Methods Development
4218,Monday,M847,Tract Edge Diffusion Statistics; measuring diffusivity at the boundary of the white matter,Modeling and Analysis Methods,Methods Development
4240,Monday,M848,MAPPING INDIVIDUAL DIFFERENCES IN FAMILIES WITH ADHD: BEYOND CLASSICAL CASE-CONTROL-SIBLING ANALYSES,Modeling and Analysis Methods,Methods Development
4241,Monday,M849,Vocal peaks: data-driven fMRI region of interest analysis uncovers nonVocal upregulated synchrony,Modeling and Analysis Methods,Methods Development
4295,Monday,M850,Inter-species Comparison and Alignment between Human and Non-human Primate,Modeling and Analysis Methods,Methods Development
4449,Monday,M851,MMM: A multilevel model for multimodal learning of brain connectivity using fMRI and diffusion MRI,Modeling and Analysis Methods,Methods Development
4514,Monday,M852,Automatic seed selection for resting state fMRI data analysis by using machine learning,Modeling and Analysis Methods,Methods Development
4549,Monday,M853,Improved reconstruction of white matter tissue close to brain tumors using single-shell 3-tissue CSD,Modeling and Analysis Methods,Methods Development
4563,Monday,M854,Optimal Cutting of the Cortex for Cytoarchitectonic Visualization: a Neuronavigation-Based Approach,Modeling and Analysis Methods,Methods Development
4566,Monday,M855,"QDECR: A flexible, extensible vertex-wise analysis framework in R",Modeling and Analysis Methods,Methods Development
4628,Monday,M856,Categorizing cortical dysplasia lesions by surgical outcome using network functional connectivity,Modeling and Analysis Methods,Methods Development
4652,Monday,M857,"An Extremely Simple, Valid and Sensitive Statistical Test for High-dimensional Biological Data",Modeling and Analysis Methods,Methods Development
4680,Monday,M858,MEG based functional microscopy using traveling wave priors: a new technology for exploring epilepsy,Modeling and Analysis Methods,Methods Development
4707,Monday,M859,A validation of the MACS toolbox for EEG data analysis and second-level fMRI,Modeling and Analysis Methods,Methods Development
4808,Monday,M860,Deep Non-Linear ICA Reveals Site-Invariant Functional MRI Features,Modeling and Analysis Methods,Methods Development
4825,Monday,M861,Deep Learning for High-Resolution Image Segmentation,Modeling and Analysis Methods,Methods Development
4883,Monday,M862,"Real-Time, python-based and amplifier-agnostic EEG-fMRI artifact correction",Modeling and Analysis Methods,Methods Development
4894,Monday,M863,Network Structural Dependency in the Human Connectome Across the Lifespan,Modeling and Analysis Methods,Methods Development
4895,Monday,M864,Turn it sideways: a new approach for determining the specificity of functional ROIs,Modeling and Analysis Methods,Methods Development
4916,Monday,M865,Combined signal level and multivoxel pattern analysis for cognitive task activity,Modeling and Analysis Methods,Methods Development
4941,Monday,M866,A Structural Image Processing Pipeline for the Baby Connectome Project,Modeling and Analysis Methods,Methods Development
4984,Monday,M867,Submodule Extraction and Network Dissimilarity based on Harmonic Holes,Modeling and Analysis Methods,Methods Development
5026,Monday,M868,An EM algorithm to optimally estimate BOLD signals from multi-echo fMRI data without ICA,Modeling and Analysis Methods,Methods Development
5039,Monday,M869,Prospective Neurotyping of Inhibitory Response in the ABCD Study,Modeling and Analysis Methods,Methods Development
5054,Monday,M870,Machine Learning Approach for Differentiating Voiding Dysfunction with Functional Connectivity,Modeling and Analysis Methods,Methods Development
5068,Monday,M871,Neural flows: identifying reorganization of brainwave dynamics across neuroimaging modalities,Modeling and Analysis Methods,Methods Development
1148,Monday,M872,Bi-stability in the critical human brain,Modeling and Analysis Methods,Multivariate modeling
1309,Monday,M873,On Early Brain Folding Patterns Using Biomechanical Growth Modeling,Modeling and Analysis Methods,Multivariate modeling
1446,Monday,M874,Functional subdivisions around FEF revealed by multi-modal modeling of movie-evoked activity,Modeling and Analysis Methods,Multivariate modeling
1698,Monday,M875,Predicting General Intelligence from Fine-Grained Functional Connectivity,Modeling and Analysis Methods,Multivariate modeling
1781,Monday,M876,A dynamical systems framework to uncover the drivers of large-scale cortical activity,Modeling and Analysis Methods,Multivariate modeling
2731,Monday,M877,Multiblock Components Analysis for Brain Imaging Data,Modeling and Analysis Methods,Multivariate modeling
2949,Monday,M878,Deciphering the Progression of PET Alterations using Surface-Based Spatiotemporal Modeling,Modeling and Analysis Methods,Multivariate modeling
2952,Monday,M879,Assimilation of a surprizing ï¬‚avor stimulus to an expected one decoded by MVPA,Modeling and Analysis Methods,Multivariate modeling
2957,Monday,M880,Sequential Encoding and Decoding of Dynamic Task Data,Modeling and Analysis Methods,Multivariate modeling
3014,Monday,M881,Group-level activation detection in task fMRI with canonical correlation analysis,Modeling and Analysis Methods,Multivariate modeling
3093,Monday,M882,Representational connectivity: comparing the sensitivity of dissimilarity metrics to noise,Modeling and Analysis Methods,Multivariate modeling
3131,Monday,M883,Prediction of Neurocognitive Profiles in Youth from Resting State fMRI,Modeling and Analysis Methods,Multivariate modeling
3188,Monday,M884,Spatial statistical inference for fMRI: examining specificity and sensitivity,Modeling and Analysis Methods,Multivariate modeling
3571,Monday,M885,Toolkit of multivariate methods for investigating brain-behaviour associations,Modeling and Analysis Methods,Multivariate modeling
3626,Monday,M886,Functional Connectedness Predicts Brain Size and Crystallized Intelligence,Modeling and Analysis Methods,Multivariate modeling
3715,Monday,M887,Ensemble of Clustered Knockoffs for robust multivariate inference on fMRI data,Modeling and Analysis Methods,Multivariate modeling
3746,Monday,M888,Sparse vs. non-sparse methods to uncover structural brain-behaviour relationships in adolescence,Modeling and Analysis Methods,Multivariate modeling
3926,Monday,M889,Atlas-based classification for identification of informative brain regions in fMRI data,Modeling and Analysis Methods,Multivariate modeling
4020,Monday,M890,Automated Online Code Generation for Training and Testing Machine Learning Models Using PHOTON,Modeling and Analysis Methods,Multivariate modeling
4268,Monday,M891,Towards universal brain encoding with multivariate regression and large scientific corpora.,Modeling and Analysis Methods,Multivariate modeling
4309,Monday,M892,A study on the effect of incorrect estimation of dimension in ICA for fMRI using AMARI index,Modeling and Analysis Methods,Multivariate modeling
4375,Monday,M893,A 'Mega-Localizer' FMRI Task for the Study of Functional Cortical Specialization,Modeling and Analysis Methods,Multivariate modeling
4474,Monday,M894,Robust fMRI Hyperalignment based on repeated movie stimuli,Modeling and Analysis Methods,Multivariate modeling
4595,Monday,M895,Interpretable shared response model for fmri data,Modeling and Analysis Methods,Multivariate modeling
4850,Monday,M896,Improving the Replicability of Brain Connectivity Analysis Findings Via Latent Network Topology,Modeling and Analysis Methods,Multivariate modeling
4975,Monday,M897,Can we trust the results of canonical correlation analysis of brain imaging data: a stability test,Modeling and Analysis Methods,Multivariate modeling
1449,Thursday,Th001,Modulating the human functional connectome by means of deep brain stimulation,Brain Stimulation Methods,Deep Brain Stimulation   
2058,Thursday,Th002,Structural networks predict clinical outcome to GPI-DBS for dystonia,Brain Stimulation Methods,Deep Brain Stimulation   
2291,Thursday,Th003,Effective deep brain stimulation co-modulate cross-frequency coupling at  gamma frequencies,Brain Stimulation Methods,Deep Brain Stimulation   
3535,Thursday,Th004,Structural connectivity impacts depression in Parkinsonâ€™s patients with subthalamic stimulation,Brain Stimulation Methods,Deep Brain Stimulation   
4399,Thursday,Th005,Distinct functional connectivity maps reveal regional specialization within the subthalamic nucleus,Brain Stimulation Methods,Deep Brain Stimulation   
4466,Thursday,Th006,Wireless programmable control of intracranial sensing and stimulation in freely moving humans,Brain Stimulation Methods,Deep Brain Stimulation   
4724,Thursday,Th007,Differential Early and Late Cerebral Blood Flow Effects of Subcallosal Cingulate DBS for Depression,Brain Stimulation Methods,Deep Brain Stimulation   
1189,Thursday,Th008,Subcortical calculation mapping during parietal glioma surgery in the dominant  hemisphere,Brain Stimulation Methods,Direct Electrical/Optogenetic Stimulation
1843,Thursday,Th009,Anterior insular cortex stimulation and its effects on emotion recognition,Brain Stimulation Methods,Direct Electrical/Optogenetic Stimulation
2845,Thursday,Th010,Similar propagation of stimulation responses and avalanches in implanted epileptic patients,Brain Stimulation Methods,Direct Electrical/Optogenetic Stimulation
4252,Thursday,Th011,Frontal pathways in cognitive control tested with direct electrical stimulation,Brain Stimulation Methods,Direct Electrical/Optogenetic Stimulation
4257,Thursday,Th012,Anatomo-functional characterisation of the human 'Hand-Knob': a direct electrophysiological study,Brain Stimulation Methods,Direct Electrical/Optogenetic Stimulation
2557,Thursday,Th013,Infrared neural stimulation of monkey amygdala with fMRI reveals long-distance connections,Brain Stimulation Methods,Invasive Stimulation Methods Other
2648,Thursday,Th014,Cortico-Cortical Pathological Brain Connectivity Inferred for Direct Stimulations,Brain Stimulation Methods,Invasive Stimulation Methods Other
4232,Thursday,Th015,Direct Electrical Stimulation of parieto-premotor areas during hand manipulation,Brain Stimulation Methods,Invasive Stimulation Methods Other
1396,Thursday,Th016,Effect of tACS on frequency-dependent cortical plasticity,Brain Stimulation Methods,Non-invasive Electrical/tDCS/tACS/tRNS
1435,Thursday,Th017,Effect of Dual-site Transcranial Direct Current Stimulation on Hemodynamics in Language Production,Brain Stimulation Methods,Non-invasive Electrical/tDCS/tACS/tRNS
1628,Thursday,Th018,The Influence of Multiple Transcranial Electrical Stimulation Setups on Visual Working Memory,Brain Stimulation Methods,Non-invasive Electrical/tDCS/tACS/tRNS
2588,Thursday,Th019,"SimNIBS 3: Simulation, Optimization & Uncertainty Quantification for Transcranial Brain Stimulation",Brain Stimulation Methods,Non-invasive Electrical/tDCS/tACS/tRNS
2726,Thursday,Th020,Individual differences effect on MtDCS over prefrontal and ventrolateral cortex during risk decision,Brain Stimulation Methods,Non-invasive Electrical/tDCS/tACS/tRNS
2787,Thursday,Th021,Age-Related Differences of Motor Cortex Plasticity in Adults: A tDCS Study,Brain Stimulation Methods,Non-invasive Electrical/tDCS/tACS/tRNS
2807,Thursday,Th022,Changes in neuronal oscillations account for working memory dynamics: an EEG-tACS study,Brain Stimulation Methods,Non-invasive Electrical/tDCS/tACS/tRNS
2823,Thursday,Th023,TRNS increases responsivity of motor cortex via stochastic resonance: neural evidence in humans,Brain Stimulation Methods,Non-invasive Electrical/tDCS/tACS/tRNS
2919,Thursday,Th024,The Training and Specific Emotion Effect of tDCS over The Right TPJ on Micro-expression,Brain Stimulation Methods,Non-invasive Electrical/tDCS/tACS/tRNS
2934,Thursday,Th025,Optimizing the neuroplastic effects of cathodal tDCS over the primary motor cortex,Brain Stimulation Methods,Non-invasive Electrical/tDCS/tACS/tRNS
3098,Thursday,Th026,Transspinal electrical stimulation and correction of motor skills: patients with arthrogryposis,Brain Stimulation Methods,Non-invasive Electrical/tDCS/tACS/tRNS
3113,Thursday,Th027,More is not better: Increased impulsivity after repeated tDCS in children with ADHD,Brain Stimulation Methods,Non-invasive Electrical/tDCS/tACS/tRNS
3338,Thursday,Th028,Optimization of Transcranial Temporal Interference Stimulation for Focal Stimulation of Hippocampus,Brain Stimulation Methods,Non-invasive Electrical/tDCS/tACS/tRNS
3608,Thursday,Th029,Online modulation of ongoing brain activity by transcranial random noise stimulation,Brain Stimulation Methods,Non-invasive Electrical/tDCS/tACS/tRNS
3632,Thursday,Th030,Reduced efields show up in schizophrenia and major depression - A prefrontal tDCS simulation study,Brain Stimulation Methods,Non-invasive Electrical/tDCS/tACS/tRNS
3671,Thursday,Th031,Age dependent effects of tACS and tRNS on cortical excitability in healthy children and adults,Brain Stimulation Methods,Non-invasive Electrical/tDCS/tACS/tRNS
3951,Thursday,Th032,Exploring the interplay between attentional networks using non-invasive brain stimulation,Brain Stimulation Methods,Non-invasive Electrical/tDCS/tACS/tRNS
4070,Thursday,Th033,A transcranial stimulation protocol targeting processing speed in multiple sclerosis,Brain Stimulation Methods,Non-invasive Electrical/tDCS/tACS/tRNS
4102,Thursday,Th034,Transcranial direct current stimulation over frontopolar cortex drives reward-based motor learning,Brain Stimulation Methods,Non-invasive Electrical/tDCS/tACS/tRNS
4200,Thursday,Th035,Exploring and modulating consciousness-related oscillatory brain activity,Brain Stimulation Methods,Non-invasive Electrical/tDCS/tACS/tRNS
4605,Thursday,Th036,Inter-areal cross-frequency synchrony improves motion discrimination: a tACS-EEG study,Brain Stimulation Methods,Non-invasive Electrical/tDCS/tACS/tRNS
5005,Thursday,Th037,Modulation of Low-Frequency BOLD Signal During Simultaneous tDCS-fMRI,Brain Stimulation Methods,Non-invasive Electrical/tDCS/tACS/tRNS
1552,Thursday,Th038,Paired pulse and silent period reproducibility on motor cortical plasticity in healthy participants,Brain Stimulation Methods,Non-invasive Magnetic/TMS
1616,Thursday,Th039,Dose-dependent Synchronization of Ongoing Alpha Oscillation by repetitive TMS,Brain Stimulation Methods,Non-invasive Magnetic/TMS
1636,Thursday,Th040,The Effects of Transcranial Magnetic Stimulation on Heart Rate Variability Measures,Brain Stimulation Methods,Non-invasive Magnetic/TMS
1835,Thursday,Th041,Long-term Effects of rTMS on the Functional Brain Networks of Treatment-resistant Depression,Brain Stimulation Methods,Non-invasive Magnetic/TMS
2009,Thursday,Th042,Effects of a theta burst stimulation protocol on functional recovery in orthopedic trauma patients,Brain Stimulation Methods,Non-invasive Magnetic/TMS
2136,Thursday,Th043,HF-rTMS to personalized left DLPFC,Brain Stimulation Methods,Non-invasive Magnetic/TMS
2151,Thursday,Th044,The effects of rTMS on motor signs and resting state fMRI in freezing of gait in Parkinsonâ€™s diseas,Brain Stimulation Methods,Non-invasive Magnetic/TMS
2153,Thursday,Th045,Intermittent TBS to personalized left DLPFC sites influences brain regions different from 10 Hz rTMS,Brain Stimulation Methods,Non-invasive Magnetic/TMS
2236,Thursday,Th046,Effect of rTMS on brain network in chronic schizophrenia with negative symptoms,Brain Stimulation Methods,Non-invasive Magnetic/TMS
2549,Thursday,Th047,Changes in sleep slow wave activity as a potential correlate of hemispatial neglect amelioration,Brain Stimulation Methods,Non-invasive Magnetic/TMS
2730,Thursday,Th048,Neuromodulation of sexual arousal,Brain Stimulation Methods,Non-invasive Magnetic/TMS
3326,Thursday,Th049,Reorganization of brain after the treatment of low-frequency rTMS on post-stroke aphasia patients,Brain Stimulation Methods,Non-invasive Magnetic/TMS
3528,Thursday,Th050,Modulation effects on putamen local activity induced by rTMS targeting at primary motor cortex,Brain Stimulation Methods,Non-invasive Magnetic/TMS
3542,Thursday,Th051,Modulating visual hallucinations induced by occipital cortex deafferentation using TMS: a case study,Brain Stimulation Methods,Non-invasive Magnetic/TMS
3730,Thursday,Th052,Explaining rTMS network effects by concurrent TMS/fMRI,Brain Stimulation Methods,Non-invasive Magnetic/TMS
4125,Thursday,Th053,Absolute and relative reliability of the motor somatotopy â€“ how could we report the results of nTMS?,Brain Stimulation Methods,Non-invasive Magnetic/TMS
4160,Thursday,Th054,Imaging Transcranial Magnetic Stimulation: Reconsidering Placebo Control,Brain Stimulation Methods,Non-invasive Magnetic/TMS
